,loc_id,latitude,longitude,subnational1_code,entry_technique,sub_id,obs_id,month,day,year,proj_period_id,species_code,how_many,valid,reviewed,day1_am,day1_pm,day2_am,day2_pm,effort_hrs_atleast,snow_dep_atleast,data_entry_method
85827,L107447,43.8352268,-70.4209214,US-ME,postal_code,S76641606,OBS1017096176,11,15,2020,PFW_2021,blujay,3,1,0,1,0,0,1,4.001,0.0,PFW Web 4.1.4
85835,L12935742,42.8835549,-89.7279077,US-WI,/GOOGLE_MAP/ZOOM:15,S83716953,OBS1098745385,3,20,2021,PFW_2021,blujay,7,1,0,1,1,0,1,4.001,0.0,PFW Mobile App v1.1.17
85867,L284146,41.5797226,-71.1970282,US-RI,ESRI_WEBSERVICE_STREET,S86379844,OBS1132222895,3,23,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
85884,L4024273,45.2610004,-93.8974857,US-MN,/GOOGLE_MAP/ZOOM:18,S77992515,OBS1036836970,12,26,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,5.0,PFW Mobile App v1.1.17
85889,L10741495,43.1036168,-83.9006954,US-MI,/GOOGLE_MAP/ZOOM:15,S83292984,OBS1093666498,3,13,2021,PFW_2021,blujay,4,1,0,1,0,1,0,1.001,0.0,PFW Mobile App v1.1.17
85895,L12759982,41.907052,-72.863409,US-CT,/GOOGLE_MAP/ZOOM:15,S79122310,OBS1050036993,1,7,2021,PFW_2021,blujay,4,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
85907,L4018589,42.475951,-76.49828,US-NY,/GOOGLE_MAP/ZOOM:15,S82568617,OBS1085251820,2,26,2021,PFW_2021,blujay,1,1,0,1,0,0,1,1.001,5.0,PFW Web 4.1.4
85920,L76993,43.4395835,-85.0426984,US-MI,gps (nad 83),S82201581,OBS1080995359,11,28,2020,PFW_2021,blujay,3,1,0,0,0,1,1,8.001,0.0,PFW Web 4.1.4
85925,L626046,39.7906285,-90.9838343,US-IL,ESRI_WEBSERVICE_STREET,S76689620,OBS1017764152,11,17,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
85927,L1919196,45.0506344,-79.304595,CA-ON,/GOOGLE_MAP/ZOOM:2,S77260789,OBS1025864381,12,9,2020,PFW_2021,blujay,1,1,0,1,1,1,0,1.001,0.001,PFW Mobile App v1.1.17
85939,L28860,43.0373828,-76.0071615,US-NY,POSTCODE LAT/LONG LOOKUP,S79478573,OBS1054377106,1,16,2021,PFW_2021,blujay,4,1,0,1,1,0,1,1.001,0.0,PFW Web 4.1.4
85940,L5079979,45.0273448,-93.0660224,US-MN,/GOOGLE_MAP/ZOOM:16,S79197720,OBS1050969477,1,12,2021,PFW_2021,blujay,2,1,0,1,0,1,0,4.001,0.001,PFW Web 4.1.4
85945,L4053358,37.0946215,-94.3066406,US-MO,/GOOGLE_MAP/ZOOM:7,S83020656,OBS1090479342,2,18,2021,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,,PFW Web 4.1.4
85967,L12804637,42.055699,-76.1664912,US-NY,/GOOGLE_MAP/ZOOM:19,S76796515,OBS1019254502,11,14,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
85979,L1326133,42.4288022,-83.3522817,US-MI,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:-1,S77260491,OBS1025758533,12,7,2020,PFW_2021,blujay,3,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
86034,L12850545,30.269557,-97.799263,US-TX,/GOOGLE_MAP/ZOOM:15,S80234174,OBS1063589940,1,29,2021,PFW_2021,blujay,5,1,0,1,0,1,0,0.001,0.0,PFW Web 4.1.4
86039,L499253,38.75481,-77.234059,US-VA,ESRI_WEBSERVICE_STREET,S76741939,OBS1018527790,11,14,2020,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,,PFW Web 4.1.4
86050,L11152149,40.6866295,-75.4993483,US-PA,/GOOGLE_MAP/ZOOM:15,S87085736,OBS1141741578,2,8,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
86125,L2614198,43.1084698,-80.4167305,CA-ON,/GOOGLE_MAP/ZOOM:15,S84605377,OBS1109668311,12,12,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86197,L73681,43.891398,-85.3921098,US-MI,POSTCODE LAT/LONG LOOKUP,S82256175,OBS1081643765,12,28,2020,PFW_2021,blujay,3,1,0,1,0,1,1,0.001,5.0,PFW Mobile App v1.1.17
86206,L460224,43.46601,-80.50866,CA-ON,POSTCODE LAT/LONG LOOKUP,S87001877,OBS1140621238,12,1,2020,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,5.0,PFW Web 4.1.4
86209,L106622,43.0967526,-70.6605864,US-ME,PointMaker1.0_2,S83885209,OBS1100739377,3,13,2021,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86236,L2831546,37.9217559,-92.7013922,US-MO,POSTCODE LAT/LONG LOOKUP,S77524922,OBS1029442151,11,14,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86263,L8890280,30.5991714,-84.2410304,US-FL,/GOOGLE_MAP/ZOOM:15,S83447126,OBS1095447208,3,13,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86274,L6934129,44.9256373,-78.4651387,CA-ON,/GOOGLE_MAP/ZOOM:17,S77729009,OBS1032303753,12,19,2020,PFW_2021,blujay,7,1,0,0,0,1,0,1.001,5.0,PFW Mobile App v1.1.17
86376,L12779581,42.1232938,-73.3179688,US-MA,/GOOGLE_MAP/ZOOM:17,S77026669,OBS1022446425,11,21,2020,PFW_2021,blujay,4,1,0,1,0,1,0,0.001,,PFW Web 4.1.4
86401,L12769271,44.4460975,-78.2622671,CA-ON,/GOOGLE_MAP/ZOOM:7,S77186927,OBS1024667210,12,6,2020,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
86410,L12919255,43.5234841,-80.6141754,CA-ON,/GOOGLE_MAP/ZOOM:12,S79308042,OBS1052497382,1,11,2021,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
86417,L981018,44.469112,-75.234607,US-NY,POSTCODE LAT/LONG LOOKUP,S86745638,OBS1137155181,3,27,2021,PFW_2021,blujay,8,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86430,L13525717,44.2051363,-78.3824673,CA-ON,/GOOGLE_MAP/ZOOM:14,S82126846,OBS1080071605,12,5,2020,PFW_2021,blujay,6,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
86433,L12760483,46.3465092,-63.0610138,CA-PE,/GOOGLE_MAP/ZOOM:18,S82409841,OBS1083473440,2,27,2021,PFW_2021,blujay,5,1,0,1,0,1,0,1.001,15.001,PFW Mobile App v1.1.17
86448,L475078,44.5078595,-104.6653676,US-WY,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:3,S85888000,OBS1125830181,4,17,2021,PFW_2021,blujay,8,0,0,1,1,0,1,0.001,0.0,PFW Web 4.1.4
86460,L81755,37.4304752,-89.9089122,US-MO,applet_mo2applet_1.0,S81227244,OBS1072671999,2,6,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.001,PFW Web 4.1.4
86469,L22598,45.0180141,-93.0083656,US-MN,POSTCODE LAT/LONG LOOKUP,S87400065,OBS1146065887,4,10,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86480,L12781537,36.159819,-86.6769547,US-TN,/GOOGLE_MAP/ZOOM:15,S76555720,OBS1015865405,11,22,2020,PFW_2021,blujay,1,1,0,1,0,0,1,1.001,0.0,PFW Mobile App v1.1.17
86556,L3551306,42.0629942,-80.0773287,US-PA,/GOOGLE_MAP/ZOOM:18,S82809293,OBS1088047564,3,3,2021,PFW_2021,blujay,13,1,0,1,1,1,1,8.001,0.001,PFW Web 4.1.4
86579,L3469160,44.6794028,-76.0910565,CA-ON,/GOOGLE_MAP/ZOOM:16,S85535236,OBS1121175936,3,1,2021,PFW_2021,blujay,9,1,0,1,1,1,1,8.001,5.0,PFW Mobile App v1.1.17
86595,L12659586,43.1670588,-70.595584,US-ME,/GOOGLE_MAP/ZOOM:15,S82793566,OBS1087881076,2,27,2021,PFW_2021,blujay,1,1,0,1,1,0,1,0.001,0.001,PFW Web 4.1.4
86596,L4014714,43.8507826,-88.976402,US-WI,/GOOGLE_MAP/ZOOM:18,S76612541,OBS1016661563,11,20,2020,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86600,L10220599,46.441745,-63.287673,CA-PE,/GOOGLE_MAP/ZOOM:15,S86813471,OBS1138090564,4,21,2021,PFW_2021,blujay,5,1,0,1,1,1,0,1.001,0.0,PFW Web 4.1.4
86612,L3221505,42.645237,-83.3478051,US-MI,/GOOGLE_MAP/ZOOM:15,S85120411,OBS1115817366,4,5,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
86622,L4018590,37.541162,-77.54524,US-VA,/GOOGLE_MAP/ZOOM:15,S79968530,OBS1060439952,1,12,2021,PFW_2021,blujay,4,1,0,1,0,1,0,1.001,0.0,PFW Web 4.1.4
86629,L12759820,43.3066803,-78.8298364,US-NY,/GOOGLE_MAP/ZOOM:15,S79567474,OBS1055472348,1,16,2021,PFW_2021,blujay,3,1,0,1,0,1,1,1.001,0.001,PFW Web 4.1.4
86634,L5290424,43.0858808,-86.2215443,US-MI,/GOOGLE_MAP/ZOOM:12,S76339957,OBS1012949404,11,15,2020,PFW_2021,blujay,4,1,0,1,1,1,1,8.001,0.0,PFW Web 4.0.4
86638,L981039,43.45243,-76.503472,US-NY,POSTCODE LAT/LONG LOOKUP,S87339765,OBS1145226713,4,13,2021,PFW_2021,blujay,2,1,0,1,0,0,1,1.001,0.0,PFW Web 4.1.4
86688,L10117551,42.6480731,-73.8342102,US-NY,/GOOGLE_MAP/ZOOM:15,S77308238,OBS1026442395,12,8,2020,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86690,L12795586,40.290173,-79.4161735,US-PA,/GOOGLE_MAP/ZOOM:18,S78149749,OBS1038744537,12,28,2020,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.001,PFW Mobile App v1.1.17
86701,L5167135,30.6766428,-97.6448911,US-TX,/GOOGLE_MAP/ZOOM:18,S83037597,OBS1090645944,1,26,2021,PFW_2021,blujay,1,1,0,0,1,1,1,1.001,0.0,PFW Web 4.1.4
86705,L12681479,48.1543019,-77.7358805,CA-QC,/GOOGLE_MAP/ZOOM:15,S77668139,OBS1031475689,12,19,2020,PFW_2021,blujay,1,1,0,1,0,1,0,1.001,15.001,PFW Mobile App v1.1.17
86715,L12743814,39.2344773,-76.8565475,US-MD,/GOOGLE_MAP/ZOOM:15,S77059769,OBS1022919794,12,3,2020,PFW_2021,blujay,1,1,0,1,0,1,1,1.001,0.0,PFW Web 4.1.4
86736,L12784819,41.0242367,-85.7551575,US-IN,/GOOGLE_MAP/ZOOM:15,S83013549,OBS1090382975,3,6,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
86792,L12778161,40.8903425,-74.5240131,US-NJ,/GOOGLE_MAP/ZOOM:15,S77605024,OBS1030539007,12,17,2020,PFW_2021,blujay,3,1,0,1,1,1,0,4.001,15.001,PFW Web 4.1.4
86833,L6665008,39.0632278,-78.1157595,US-VA,/GOOGLE_MAP/ZOOM:18,S79216168,OBS1051259124,1,12,2021,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86911,L25310,40.7847439,-77.813974,US-PA,POSTCODE LAT/LONG LOOKUP,S85423672,OBS1119679111,3,10,2021,PFW_2021,blujay,2,1,0,1,0,1,1,0.001,0.0,PFW Web 4.1.4
86934,L12715923,40.3271017,-76.0031011,US-PA,/GOOGLE_MAP/ZOOM:17,S85020177,OBS1115520149,4,7,2021,PFW_2021,blujay,2,1,0,1,1,1,0,1.001,0.0,PFW Mobile App v1.1.17
86959,L10167199,44.4199117,-80.23537519999998,CA-ON,/GOOGLE_MAP/ZOOM:7,S84330833,OBS1106320842,3,27,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
86979,L10132396,38.3397544,-93.4840702,US-MO,/GOOGLE_MAP/ZOOM:15,S77187769,OBS1024684281,12,5,2020,PFW_2021,blujay,14,1,1,1,0,1,0,1.001,0.0,PFW Mobile App v1.1.17
87010,L13886120,37.7425107,-78.4013879,US-VA,/GOOGLE_MAP/ZOOM:18,S83097050,OBS1091345188,3,8,2021,PFW_2021,blujay,4,1,0,1,0,1,1,1.001,,PFW Web 4.1.4
87011,L12826385,44.599106,-79.807917,CA-ON,/GOOGLE_MAP/ZOOM:15,S84631779,OBS1109963037,3,17,2021,PFW_2021,blujay,4,1,0,1,0,1,0,0.001,0.0,PFW Web 4.1.4
87030,L228886,55.359417,-115.0139923,CA-AB,PointMaker1.0_2,S83020770,OBS1090451475,3,6,2021,PFW_2021,blujay,4,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
87031,L5108061,40.67371,-73.622105,US-NY,/GOOGLE_MAP/ZOOM:15,S79710640,OBS1057215279,1,21,2021,PFW_2021,blujay,2,1,0,0,1,0,1,1.001,0.0,PFW Web 4.1.4
87037,L77602,41.6108664,-73.6725139,US-NY,postal_code,S78461035,OBS1042001212,1,2,2021,PFW_2021,blujay,2,1,0,1,1,1,0,1.001,0.0,PFW Mobile App v1.1.17
87042,L5092270,44.346258,-79.0465745,CA-ON,/GOOGLE_MAP/ZOOM:18,S81512064,OBS1074410350,12,5,2020,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.0,PFW Web 4.1.4
87049,L2831386,44.6663,-63.61299,CA-NS,POSTCODE LAT/LONG LOOKUP,S85466217,OBS1120259729,4,6,2021,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
87074,L8411825,42.7686927,-78.6349754,US-NY,/GOOGLE_MAP/ZOOM:12,S78996542,OBS1048464222,1,7,2021,PFW_2021,blujay,4,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
87099,L12703125,36.1520357,-86.5031934,US-TN,/GOOGLE_MAP/ZOOM:15,S81008627,OBS1071498178,2,12,2021,PFW_2021,blujay,3,1,0,0,1,0,1,4.001,0.001,PFW Mobile App v1.1.17
87109,L3301599,41.486218,-74.366361,US-NY,/GOOGLE_MAP/ZOOM:15,S77876256,OBS1034414093,12,19,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
87121,L6811095,41.878029,-72.8833437,US-CT,/GOOGLE_MAP/ZOOM:15,S84212494,OBS1104824534,3,27,2021,PFW_2021,blujay,1,1,0,1,0,0,0,1.001,0.0,PFW Mobile App v1.1.17
87132,L8457375,41.723962,-86.864832,US-IN,/GOOGLE_MAP/ZOOM:16,S79074818,OBS1049421964,1,11,2021,PFW_2021,blujay,2,1,0,1,0,1,0,1.001,0.001,PFW Mobile App v1.1.17
87137,L138594,40.6876674,-95.8639526,US-NE,POSTCODE LAT/LONG LOOKUP,S83049859,OBS1090784009,3,7,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
87162,L5177837,39.545195,-77.838711,US-MD,/GOOGLE_MAP/ZOOM:15,S89166548,OBS1169679211,3,18,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
87170,L207771,44.4453201,-69.6274567,US-ME,gps (nad 83),S86428593,OBS1132912150,4,24,2021,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
87183,L12809579,37.9675965,-78.6888765,US-VA,/GOOGLE_MAP/ZOOM:15,S81481607,OBS1074180865,2,12,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
87187,L3231760,36.881546,-82.750427,US-VA,/GOOGLE_MAP/ZOOM:18,S80652150,OBS1068515838,2,8,2021,PFW_2021,blujay,1,1,0,1,0,1,0,4.001,0.001,PFW Web 4.1.4
87197,L74180,45.02467,-92.23803,US-WI,POSTCODE LAT/LONG LOOKUP,S78151920,OBS1038062982,12,27,2020,PFW_2021,blujay,4,1,0,1,1,0,0,1.001,5.0,PFW Web 4.1.4
87201,L6493383,29.583823,-98.4597287,US-TX,,S85024870,OBS1114631957,3,31,2021,PFW_2021,blujay,2,1,0,0,1,1,0,4.001,0.0,PFW Web 4.1.4
87231,L10218684,43.0453078,-79.2997494,CA-ON,/GOOGLE_MAP/ZOOM:12,S83372306,OBS1094575274,3,11,2021,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
87250,L33109,42.0424216,-88.2511783,US-IL,POSTCODE LAT/LONG LOOKUP,S84871959,OBS1112880895,11,14,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
87265,L655110,38.640658,-92.148228,US-MO,ESRI_WEBSERVICE_STREET,S83922479,OBS1101166996,3,21,2021,PFW_2021,blujay,6,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
87305,L8134647,33.36794,-97.243792,US-TX,/GOOGLE_MAP/ZOOM:15,S83640814,OBS1097774777,3,15,2021,PFW_2021,blujay,1,1,0,1,0,1,1,1.001,0.0,PFW Web 4.1.4
87309,L12770479,40.4666203,-86.9043674,US-IN,/GOOGLE_MAP/ZOOM:15,S77998228,OBS1036140310,12,26,2020,PFW_2021,blujay,4,1,0,0,1,1,1,4.001,,PFW Mobile App v1.1.17
87322,L1315148,44.4370893,-80.6526303,CA-ON,GREATDATA_POSTCODE/GOOGLE_MAP/ZOOM:1,S79179750,OBS1050757443,1,9,2021,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
87341,L76911,43.619862,-72.2409925,US-NH,applet_mo2applet_1.0,S79875566,OBS1059252520,1,23,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
87400,L8131723,34.0308282,-84.4254933,US-GA,/GOOGLE_MAP/ZOOM:15,S79878672,OBS1059291784,1,23,2021,PFW_2021,blujay,3,1,0,1,1,1,1,8.001,0.0,PFW Web 4.1.4
87416,L13562696,45.1835795,-76.3273001,CA-ON,/GOOGLE_MAP/ZOOM:15,S80828016,OBS1070443982,1,5,2021,PFW_2021,blujay,1,1,0,1,1,0,1,1.001,5.0,PFW Web 4.1.4
87447,L6521309,44.260359,-64.485675,CA-NS,/GOOGLE_MAP/ZOOM:15,S78484817,OBS1042143565,12,19,2020,PFW_2021,blujay,11,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
87472,L788357,45.4014338,-76.5994416,CA-ON,POSTCODE LAT/LONG LOOKUP,S79105232,OBS1049777891,12,29,2020,PFW_2021,blujay,15,1,0,1,1,1,1,0.001,0.001,PFW Web 4.1.4
87540,L10900461,45.4567404,-76.4062687,CA-ON,/GOOGLE_MAP/ZOOM:17,S83501680,OBS1096097313,3,14,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,5.0,PFW Mobile App v1.1.17
87544,L10108686,41.0213605,-79.6036179,US-PA,/GOOGLE_MAP/ZOOM:15,S77564970,OBS1030005724,12,15,2020,PFW_2021,blujay,8,1,0,1,1,1,1,4.001,5.0,PFW Web 4.1.4
87565,L104029,44.1811576,-76.769076,CA-ON,PointMaker1.0_2,S80207121,OBS1063277013,1,18,2021,PFW_2021,blujay,7,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
87626,L1807116,40.3814011,-80.0709839,US-PA,,S80627977,OBS1068211860,2,6,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Mobile App v1.1.17
87627,L277306,42.355489,-76.947016,US-NY,ESRI_WEBSERVICE_STREET,S76644213,OBS1017129341,11,21,2020,PFW_2021,blujay,5,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
87645,L168029,45.5089569,-73.3437653,CA-QC,PointMaker1.0_2,S76613026,OBS1016670384,11,22,2020,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.001,PFW Web 4.1.4
87648,L5085655,47.044408,-65.5116234,CA-NB,/GOOGLE_MAP/ZOOM:15,S83150814,OBS1091963172,3,9,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
87732,L12246229,42.6416462,-73.9065313,US-NY,/GOOGLE_MAP/ZOOM:16,S77686108,OBS1031687903,12,19,2020,PFW_2021,blujay,3,1,0,0,1,1,1,4.001,15.001,PFW Mobile App v1.1.17
87736,L8133794,41.654429,-72.7865897,US-CT,/GOOGLE_MAP/ZOOM:15,S80606456,OBS1067975964,11,28,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
87786,L28977,42.84371,-73.79412,US-NY,POSTCODE LAT/LONG LOOKUP,S83897972,OBS1100863521,3,20,2021,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
87795,L3162840,44.8766433,-78.3925366,CA-ON,/GOOGLE_MAP/ZOOM:16,S79457638,OBS1054041310,1,16,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
87806,L587447,43.774196,-70.997945,US-NH,ESRI_WEBSERVICE_STREET,S85850828,OBS1125319826,1,30,2021,PFW_2021,blujay,8,1,0,1,1,1,1,0.001,,PFW Web 4.1.4
87845,L1794763,39.038453,-82.5110418,US-OH,/GOOGLE_MAP/ZOOM:2,S85624325,OBS1122343175,3,13,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,,PFW Web 4.1.4
87860,L8599465,39.8125682,-79.3627831,US-PA,/GOOGLE_MAP/ZOOM:15,S78496159,OBS1042253056,12,25,2020,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
87869,L106025,44.5003136,-89.9395027,US-WI,PointMaker1.0_2,S88676590,OBS1163168466,1,16,2021,PFW_2021,blujay,5,1,0,1,1,1,1,1.001,5.0,PFW Web 4.1.4
87903,L1334309,43.0707688,-70.7521462,US-NH,ESRI_WEBSERVICE_STREET/GOOGLE_MAP/ZOOM:2,S83658355,OBS1098009787,3,16,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
87911,L468713,41.045119,-86.187528,US-IN,ESRI_WEBSERVICE_STREET,S82280757,OBS1081904759,2,22,2021,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
87925,L12713603,41.932382,-91.2909727,US-IA,/GOOGLE_MAP/ZOOM:15,S77148671,OBS1024150376,12,4,2020,PFW_2021,blujay,5,1,0,0,1,1,0,1.001,0.0,PFW Web 4.1.4
87948,L12843489,38.8708791,-78.2384253,US-VA,/GOOGLE_MAP/ZOOM:15,S77315232,OBS1026520254,12,8,2020,PFW_2021,blujay,2,1,0,1,1,1,0,4.001,0.0,PFW Web 4.1.4
87958,L199657,32.9448166,-96.8691864,US-TX,PointMaker1.0_2,S82367260,OBS1082953272,2,24,2021,PFW_2021,blujay,2,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
87964,L8306088,45.7418427,-94.2707067,US-MN,/GOOGLE_MAP/ZOOM:17,S81546771,OBS1074725503,2,15,2021,PFW_2021,blujay,5,1,0,0,0,0,0,,,PFW Mobile App v1.1.17
88025,L10985375,40.7832293,-96.6816081,US-NE,/GOOGLE_MAP/ZOOM:15,S78027044,OBS1036460501,12,24,2020,PFW_2021,blujay,2,1,0,1,1,1,1,0.001,0.001,PFW Web 4.1.4
88048,L5241088,49.9467023,-97.0655845,CA-MB,/GOOGLE_MAP/ZOOM:15,S80590297,OBS1068458291,2,7,2021,PFW_2021,blujay,2,1,0,1,1,1,1,1.001,5.0,PFW Mobile App v1.1.17
88098,L6463061,40.833962,-74.767241,US-NJ,/GOOGLE_MAP/ZOOM:15,S83255863,OBS1093207866,3,4,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,15.001,PFW Web 4.1.4
88149,L12761080,44.8969696,-93.3204122,US-MN,/GOOGLE_MAP/ZOOM:15,S80015280,OBS1061046492,1,28,2021,PFW_2021,blujay,2,1,0,0,1,1,1,1.001,5.0,PFW Mobile App v1.1.17
88180,L12609151,44.8396189,-84.3021321,US-MI,/GOOGLE_MAP/ZOOM:15,S77060502,OBS1022917817,12,3,2020,PFW_2021,blujay,5,1,0,0,1,1,0,1.001,0.0,PFW Web 4.1.4
88228,L4135104,42.502299,-71.495355,US-MA,/GOOGLE_MAP/ZOOM:15,S85512546,OBS1120859043,2,2,2021,PFW_2021,blujay,4,1,0,1,1,1,1,0.001,15.001,PFW Web 4.1.4
88230,L12721088,43.6135802,-79.6351411,CA-ON,/GOOGLE_MAP/ZOOM:15,S79414740,OBS1053564422,1,7,2021,PFW_2021,blujay,3,1,0,1,1,0,0,0.001,0.0,PFW Web 4.1.4
88236,L10146567,42.8525887,-75.7579261,US-NY,/GOOGLE_MAP/ZOOM:18,S78712557,OBS1044919685,1,2,2021,PFW_2021,blujay,2,1,0,1,1,1,0,1.001,5.0,PFW Web 4.1.4
88238,L10127464,44.7292243,-63.6755776,CA-NS,/GOOGLE_MAP/ZOOM:2,S79712503,OBS1057240020,1,21,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
88244,L6363296,30.229904,-95.550161,US-TX,,S77168812,OBS1024399124,12,5,2020,PFW_2021,blujay,1,1,0,1,1,1,1,4.001,0.0,PFW Web 4.1.4
88252,L12427227,39.4679717,-86.3986731,US-IN,/GOOGLE_MAP/ZOOM:15,S76875011,OBS1020285557,11,28,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
88253,L10096312,46.5915737,-95.5771908,US-MN,/GOOGLE_MAP/ZOOM:15,S77167051,OBS1024373516,12,5,2020,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
88259,L2420656,33.5749041,-81.7470789,US-SC,/GOOGLE_MAP/ZOOM:15,S76849234,OBS1019973987,11,23,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
88261,L12768773,42.3376736,-82.9220474,CA-ON,/GOOGLE_MAP/ZOOM:20,S80502935,OBS1066847147,2,6,2021,PFW_2021,blujay,3,1,0,1,0,0,0,1.001,0.001,PFW Mobile App v1.1.17
88262,L12885545,43.6605061,-79.496479,CA-ON,/GOOGLE_MAP/ZOOM:15,S83913618,OBS1101061091,2,14,2021,PFW_2021,blujay,3,1,0,1,1,1,1,1.001,0.001,PFW Web 4.1.4
88290,L377837,41.787505,-71.446929,US-RI,ESRI_WEBSERVICE_STREET,S81842998,OBS1077034928,11,28,2020,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
88304,L8181785,38.4897114,-78.0790327,US-VA,/GOOGLE_MAP/ZOOM:15,S82981000,OBS1089980771,3,6,2021,PFW_2021,blujay,1,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
88332,L824395,42.0201836,-78.6132584,US-NY,ESRI_WEBSERVICE_STREET,S77276154,OBS1025959740,11,21,2020,PFW_2021,blujay,14,1,0,1,1,1,1,1.001,0.0,PFW Web 4.1.4
